query_id,condition,purifier,draw,correct_rank,correct_place,psnr_to_clean
amman_query_-qij8CFaEYNp4JW3rF9oqQ,hardened,direction,0,14,amman:32,31.1303
amman_query_-qij8CFaEYNp4JW3rF9oqQ,hardened,none,1,12,amman:32,36.1773
amman_query_-qij8CFaEYNp4JW3rF9oqQ,hardened,hardened,1,13,amman:32,30.4265
amman_query_-qij8CFaEYNp4JW3rF9oqQ,hardened,direction,1,16,amman:32,31.1043
amman_query_-qij8CFaEYNp4JW3rF9oqQ,hardened,none,2,4,amman:32,36.1773
amman_query_-qij8CFaEYNp4JW3rF9oqQ,hardened,hardened,2,7,amman:32,30.4457
amman_query_-qij8CFaEYNp4JW3rF9oqQ,hardened,direction,2,6,amman:32,31.1506
amman_query_-t_-moqpBTWSiKU7mS-lgQ,clean,none,0,8,amman:23,
amman_query_-t_-moqpBTWSiKU7mS-lgQ,isotropic,none,0,24,amman:23,36.1773
amman_query_-t_-moqpBTWSiKU7mS-lgQ,isotropic,isotropic,0,23,amman:23,36.1606
amman_query_-t_-moqpBTWSiKU7mS-lgQ,isotropic,none,1,27,amman:23,36.1773
amman_query_-t_-moqpBTWSiKU7mS-lgQ,isotropic,isotropic,1,27,amman:23,36.1620
amman_query_-t_-moqpBTWSiKU7mS-lgQ,isotropic,none,2,28,amman:23,36.1773
amman_query_-t_-moqpBTWSiKU7mS-lgQ,isotropic,isotropic,2,27,amman:23,36.1621
amman_query_-t_-moqpBTWSiKU7mS-lgQ,direction,none,0,31,amman:23,36.1773
amman_query_-t_-moqpBTWSiKU7mS-lgQ,direction,direction,0,39,amman:23,35.1325
amman_query_-t_-moqpBTWSiKU7mS-lgQ,direction,none,1,42,amman:23,36.1773
amman_query_-t_-moqpBTWSiKU7mS-lgQ,direction,direction,1,67,amman:23,35.1198
amman_query_-t_-moqpBTWSiKU7mS-lgQ,direction,none,2,53,amman:23,36.1773
amman_query_-t_-moqpBTWSiKU7mS-lgQ,direction,direction,2,59,amman:23,35.1391
amman_query_-t_-moqpBTWSiKU7mS-lgQ,hardened,none,0,98,amman:23,36.1773
amman_query_-t_-moqpBTWSiKU7mS-lgQ,hardened,hardened,0,98,amman:23,36.1593
amman_query_-t_-moqpBTWSiKU7mS-lgQ,hardened,direction,0,116,amman:23,35.1239
amman_query_-t_-moqpBTWSiKU7mS-lgQ,hardened,none,1,188,amman:23,36.1773
amman_query_-t_-moqpBTWSiKU7mS-lgQ,hardened,hardened,1,188,amman:23,36.1566
amman_query_-t_-moqpBTWSiKU7mS-lgQ,hardened,direction,1,197,amman:23,35.1120
amman_query_-t_-moqpBTWSiKU7mS-lgQ,hardened,none,2,139,amman:23,36.1773
